New 123rd St Block Association Garden,Berry Street Garden,Ponderosa Garden,Samuel N. Bennerson 2nd Playground,Sparrow's Nest Community Garden,Pueble Unido Garden
Underwood Park,Jerome Playground.North,Freedom Square,Sean's Place,Woodtree Playground,Abraham Lincoln Playground
Pugsley Creek Park,69th Street Pier,Peter Minuit Plaza/Battery Pk,The Battery,WNYC Transmitter Park,Greenpoint Park
Jennifer's Playground,Vinmont Veteran Park,Skyline Playground,William H. Seward Park,Seward Park,Osborn Playground
Williamsbridge Oval,Corlears Hook Park,Hillside Dog Park,Sherry Park,Steuben Playground,Bushwick Green/Central Knoll
United States Trust,Bertelsmann,Metropolitan Tower,CitySpire,Rihga Royal Hotel,"810 SEVENTH AVENUE, New York, NY 10019"
The Backyard,Parks Park Addition Northern,Vesuvio Playground,Starlight Park Addition,Bronx River Park/Starlight Pk,Starlight Park
Straus Park,One Sherman Square,Bmw,Colonnade,"80 CENTRAL PARK WEST, New York, NY 10023",Gloucester
Maple Woods Park,176st Street Community Garden,Doscher St Block Assoc Garden,Broad Channel Park,Edgemere Coalition,Sakura Park
Daly Ave Garden,Mcdonald Square Park,W 104th Street Garden,Vinegar Hill Community Garden,Vernon Tandt Block Association,Queens Communication Office
Fresh Kills Landfill,B.C.C.A. Mini-park and Garden,Livonia Park,Red Gate Garden,Ahearn Park,Greenthumb Garden
Pier 81- Circle Line,Pier 81- Circle Line,Pier 83 - L.U.W,176th Street Community Garden,Ralph Demarco Park,East River Esplanade
John Mullaly Park,Mullaly Park,John Andrews Playground,Thomas Jefferson Park,Recreational Area,Mariners Harbor Playground
William E Kelly Park/PS 255,Kelly Park Playground,Rufus King Park,Cough Triangle Park,Bushwick Playground,Richmond Parkway
Harris Park,Big Bush Playground,St. Michael's Playground,Alabama Avenue Playground,Breukelen Ballfields,Dyker Beach Park
Gloucester,One Sherman Square,Men's Apparel,"58 WEST 58 STREET, New York, NY 10019",Colonnade,"950 THIRD AVENUE, New York, NY 10022"
Ft. Washington Park Addition,Bridge Playground,Annadale Park,Centro Cultural Garden,Wave H/Perkins Botanical Grdns,Smith Houses
Libya House,"59 MAIDEN LANE, New York, NY 10038",Saatchi & Saatchi,"17 BATTERY PLACE, New York, NY 10004","230 WEST 27 STREET, New York, NY 10001",Mill Rock Plaza
Bathgate Playground,Asphalt Green,St. Albans Park,St. Albans Memorial Park,St Albans Memorial Park,Howard Playground
Long Pond Park Addition,Long Pond Park,Brookfield Park,Fresh Kills Park,Freshkills Park,Alley Pond Park
St. Luke's-Roosevelt Hospital Center,River Place,"211 EAST 70 STREET, New York, NY 10021",Dunhill,"745 SEVENTH AVENUE, New York, NY 10019",Ritz
Furman St Tunnel/Pier 4,Queensbridge.Park,Queensbridge Park,Highbridge Park,Maurice Muller Park,Manhattan Park Lawn
"160 WATER STREET, New York, NY 10038","180 WATER STREET, New York, NY 10038","1 NEW YORK PLAZA, New York, NY 10004","100 WALL STREET, New York, NY 10005",4 New York Plaza,"95 WALL STREET, New York, NY 10005"
Cs 134 Comm Improvement Garden,Brooklyn Bears Rockwell Pl Garden,Paerdegat Basin Park,Castle Hill Park,St. Nicholas - Olive St. Garden,St Nicholas-Olive St Garden
Dumont Plaza,Waterford,St. James Tower,Highpoint,Belmont,"401 EAST 80 STREET, New York, NY 10075"
Marlborough,1 Dag Hammarskjold Plaza,Gilman Hall,Mill Rock Plaza,Carlton Park,Park 900
West Farms/Vidalia Park,Westerleigh Park,Ewen Park,Maria Hernandez Park,Tribeca Dog Run,Evergreen/Siedenburg Park
Brownsville Rec Center&Plygrnd,Red Hook Recreation Area,Red Hook Recreation Area/Park,Lost Battalion Hall Recreation Center,First Quincy St Block Association,Owen F Dolen Golden Age Center
Roy Wilkins-Southern Qns Park,Wagner Houses Pool,Wagner Houses.Pool,Tottenville Pool,Kosciusko Pool,Carmine Recreation Center
Joseph C Sauer Plgd,Joseph C Sauer Plgd,The Backyard,John Andrews Playground,Vinmont Veteran Park,Parks Park Addition Northern
Flushing Meadow Corona Park,Flushing Meadows/Corona Park,Creedmoor Farm Park,Willowbrook Parkway,Manhattan Beach Park,Idlewild Park
Throgs Neck Park,Bicentennial Veterans Park Add,Quarry Road Ballfields Park,Noble Playground,Bronx Communication Office,Miracle Garden
El Jardin Del Paraiso Park,P.S. 186 Day Treatment Program,Beach 17 Playground,Graniteville Swamp Park,Norelli Hargreaves Plgd,Garden Of Happiness Addition
Lowry Triangle,Beach Street Park/Tribeca Park,Marcy Green North Park,Cobble Hill Park,MacDonald Park,Dante Park
Sheltering Arms Park,Carmine Recreation Center,Tottenville Pool,Lindower Park,Wagner Houses.Pool,Wagner Houses Pool
Inwood Park (Sitting Area),Fort Greene Park,Broad Channel Park,Shore Pkwy/Bensonhurst Park,Bensonhurst Park,Spargo Park
Bicentennial Veterans Park Add,Bicentennial Veterans Park Add,Quarry Road Ballfields Park,Noble Playground,Bronx Communication Office,Miracle Garden
Sumpter Community Garden,Detective Joseph Mayrose Park,Vernon New Harvest Garden,Sound View Park,Townsend Garden,Lincoln Rd Block Association
Marine Park/Jhs 278-K,Jhs 68 And Playground (Jop),E N Y Vocational HS Plgd,PS 14 & Stapleton HSes Playgd,Success Garden,The Claremont Community School
Maple Playground,Greenwood Playground,Electric Playground,Harry Maze Playground,Pratt Playground,J.J. Byrne Playground
"1133 SIXTH AVENUE, New York, NY 10036",World Apparel Center,New York by Gehry,"240 EAST 38 STREET, New York, NY 10016",Sheffield,One Penn Plaza
Seth Low Playground/ Bealin Square,Hines Park,Joseph P Addabbo Memorial Park,Tudor Park,Lozada Playground,Daniel M. O'Connell Playground
Shore Pkwy/Bensonhurst Park,Rodney Playground Center,Van Voorhees Park,Inwood Park (Sitting Area),Mahoney Playground,Fort Hill Park
America,Madison Belvedere,Saratoga,Highgate,Mandarin Plaza,Monarch
"425 LEXINGTON AVENUE, New York, NY 10017",UNICEF House,"15 CLIFF STREET, New York, NY 10038","130 WILLIAM STREET, New York, NY 10038",Verizon Building,Cosmopolitan
PS 126 & Alfred E. Smith Park,P.S. 76 Garden,T. Jefferson HS Greenhouse/Gdn,PS 14 & Stapleton HSes Playgd,PS 232 &Playground (Jop),Jhs 68 And Playground (Jop)
Rockaway Community Park,Daniel M. O'Connell Playground,Children's Miracle Garden,Miracle Garden,Bronx Communication Office,Washington Square Park
Van Wyck Playground,Flushing Meadows/Corona Park,Creedmoor Farm Park,Willowbrook Parkway,Manhattan Beach Park,Idlewild Park
Canarsie Park,Holcombe Rucker Park,Beach 9 Playground,Huguenot Ponds Park  R-131,Huguenot Ponds Park R-131,Huguenot Ponds Park  R131
"45 EAST 89 STREET, New York, NY 10128",Delegate,Newbury,Windsor,"254 EAST 68 STREET, New York, NY 10065","265 EAST 66 STREET, New York, NY 10065"
Pueble Unido Garden,TLC Sculpture Park.Garden,Bronx River Parkway.Park,Berry Street Garden,Union Square Park,Livonia Park
One Lincoln Plaza,Deutsche Bank,30 Lincoln Plaza,"230 WEST 27 STREET, New York, NY 10001",Sheffield,One Penn Plaza
Waterfront Garden,Graniteville Quarry State Park,Graniteville Quarry.Park,Grand Avenue Playground,Edith Garden,Carnegie Hill Tower
Starlight Park Addition,Starlight Park Addition,Starlight Park,The Backyard,Montbellier Park,William H. Seward Park
Carnegie Hill Tower,Dunhill,Park Regis,River Place,Parc East Tower Apartments,"1850 SECOND AVENUE, New York, NY 10128"
Cough Triangle Park,Bellevue South Park,Rufus King Park,Kelly Park Playground,William E Kelly Park/PS 255,Columbus Park
Pier 83 - L.U.W,Pier 81- Circle Line,Pier 83 - L.U.W,176th Street Community Garden,Ralph Demarco Park,East River Esplanade
Heisser Square Park,Paerdegat Basin Park,Castle Hill Park,St Nicholas-Olive St Garden,St. Nicholas - Olive St. Garden,Cs 134 Comm Improvement Garden
The Amazing Garden,Canal Park,W 124th Street Community Garden,Beach Street Park/Tribeca Park,Dante Park,Joseph Daniel Wilson Garden
Dias Y Flores,Vinegar Hill Community Garden,Jackson Forest Comm Garden,Carter G Woodson Childrens Pk,Kosciusko Street Park,East End Community Garden
A. Badillo Community Rose Garden and Park,Hattie Carthan Garden,Hattie Carthan Herb Farm,Hattie Carthan Community Garden,W 124th Street Community Garden,100 Quincy Street Community Garden
River Tower,Mill Rock Plaza,"240 EAST 38 STREET, New York, NY 10016",1 Dag Hammarskjold Plaza,Grand Central Plaza,Salomon Smith Barney
Friends Field,Brooklyn Children's Museum,Mahoney Playground,Park Strip,St. John Cantius Parish,Liggett Terrace
Ruppert Park,Schmul Park,Playground,The Olde Towne of Flushing Burial Ground,Ewen Park,Msgr. McGolrick Park
West 4th Street Courts,Colucci Playground,Jacob Joffe Fields,Police Officer Edward Byrne Pk,Police Officer Edward Byrne Park,Walton Ave Ab Park
P.O. Serrano Playground,Noble Playground,Irving Square Park,Jerome Playground.North,Memorial Field Of Flushing,Flushing Fields
Alice Kornegay Triangle,Livonia Park,First Temple Of David,Greenbelt Native Plant Center,Green Valley Garden,Laguardia Landing Lights Park
9th St Community Garden Park,9th Street Community Garden,6bc Botanical Garden,6BC Botanical Garden,Brownsville Community Farm,Magic Garden
"437 MADISON AVENUE, New York, NY 10022",New York Merchandise Mart,"280 PARK AVENUE, New York, NY 10017","101 PARK AVENUE, New York, NY 10178",Park Avenue Tower,Corniche
I.L. Peretz Square Park,Lowry Triangle,MacDonald Park,Earth People Garden,CEP Community Garden,Earth People
Douglaston Park Golf Course,South Shore Country Club Park,La Tourette Park R-13,La Tourette Park,Latourette Park/S.I. Hist Soc,LaTourette Park & Golf Course
6th St and Ave B Community Garden,Community Garden,Imani II Garden,Jefferson Market Garden,West 111th St. People's Garden,El Sol Brilliante Jr
Samuel H Young Park,Elton St Block Association,6th St & Ave B Comm Garden,Granite St Block Association,General Hart Playground,Euclid 500 Block Assoc Garden
Grand Ferry Park,Generation X,Bushwick Inlet Park,Kissam Ave. Wetlands,Pier 86- Intrepid,Greenpoint Park
Rivercross Lawn,811 Family and Friends Garden,Lopez Playground,Luis R Lopez Park,James Madison Plaza,Conrad Grauer Field
Franklin Memoral Garden,Mt Hope Garden,Harvard Playground,Cypress Hills Change Garden,Crosson Greeen Park,Youth Village Park
Gilman Hall,Lincoln Plaza Towers,Marlborough,Adams Tower,"200 EAST 90 STREET, New York, NY 10128",Morrison
Magic Garden,La Isla Garden,Highland Park Childrens Garden,Community Park,Harris Garden,Sugar Hill Garden
Roberto Clemente,Marcus Garvey Park,Astoria Park,Addition To Astoria Park,Glen Oaks Oval,Ferry Point Park
Success Garden,E N Y Vocational HS Plgd,PS 5,Marine Park/Jhs 278-K,Jhs 68 And Playground (Jop),PS 14 & Stapleton HSes Playgd
Kelly Park Playground,Rufus King Park,Cough Triangle Park,Bushwick Playground,Richmond Parkway,Prospect Park
John Paul Jones Park,Aqueduct Walk,Acqueduct Lands,Aqueduct Walk/Barnwell Square,Walt Whitman Park,Givan Square Park/3 Triangles
The Big Park,El Batey de Do̱a Provi Garden,St. John Cantius Parish,River Avenue Park,PS 166 Playground,Howard Pool
Hugh J. Grant Circle,Preston Community Garden,Halsey Garden,Goodhue Park,Euclid 500 Block Assoc Garden,Leif Ericson Drive Park
Stanley Isaacs Playground,East River,Sutton Place Park,Caldwell,Carl Schurz Park,Shore Road Park
Steuben Playground,Hillside Dog Park,Mount Prospect Park,Corlears Hook Park,Andrew Haswell Green Park,Robert Moses Playground
"180 WATER STREET, New York, NY 10038","95 WALL STREET, New York, NY 10005","160 WATER STREET, New York, NY 10038","100 WALL STREET, New York, NY 10005",Wall Street Plaza,"1 NEW YORK PLAZA, New York, NY 10004"
Brower Park,Mount Prospect Park,Williamsbridge Oval,Park Of The Americas,Luther Gulick Park,Tompkins Square Park
Name,Generation X Garden,Berry Street Garden,Fd Roosevelt Broadwalk & Beach,Good Shepherds Garden,College Point Industrial Park
Grand Canal Court Park,Our Little Green Acre/Garden 8,Java Garden,Tudor Grove Playground,Spencer St Block Association,Vogue Garden
Bayswater Park,Hoover - Manton Playgrounds,Manton Playground,Van Voorhees Park,Dugan Playground,London Planetree Playground
Tribeca Dog Run,Hillside Dog Park,Underbridge Dog Run,Corlears Hook Park,Andrew Haswell Green Park,Peter Detmold Park
1325 Avenue of the Americas,Flatotel,Metropolitan Tower,CitySpire,"810 SEVENTH AVENUE, New York, NY 10019",Rihga Royal Hotel
St Nicholas-Olive St Garden,St Nicholas-Olive St Garden,Paerdegat Basin Park,Castle Hill Park,Heisser Square Park,CS 134 Community Improvement Garden
City Hall Park,Herald Square.Park,Doscher St Block Assoc Garden,Prospect Park,Duffy Square Park,Generation X
Bealin Square Seth Low Plgd,Seth Low Playground/ Bealin Square,Hines Park,Joseph P Addabbo Memorial Park,Tudor Park,Lozada Playground
PaineWebber,"40 WEST 57 STREET, New York, NY 10019",Rihga Royal Hotel,Metropolitan Tower,Millennium Broadway,1211 Avenue of the Americas
Canal Park,Beach Street Park/Tribeca Park,The Amazing Garden,Dante Park,Dr. Ronald McNair Park,Lowry Triangle
Strathmore,Austen House,"243 LEXINGTON AVENUE, New York, NY 10016","50 LEXINGTON AVENUE, New York, NY 10010",Ascot,Normandie Court
"175 WATER STREET, New York, NY 10038","101 BARCLAY STREET, New York, NY 10007",Two Federal Reserve Plaza,10 Hanover Square,45 Broadway Atrium,"180 MAIDEN LANE, New York, NY 10005"
Mcdonald Square Park,Daly Ave Garden,W 104th Street Garden,Vinegar Hill Community Garden,Sunset Park,Vernon Tandt Block Association
Architects and Designers,East Winds,"950 THIRD AVENUE, New York, NY 10022","220 EAST 72 STREET, New York, NY 10021",Fontaine,Adams Tower
La Tourette Park.& Golfcourse,La Tourette Park & Golf Course,La Tourette Park.& Golfcourse,La Tourette Park.& Golf Course,Courtlandt Avenue Association Garden,Courtlandt Avenue Assoc Garden
Idlewild Park,Richmond Parkway,Lincoln Terrace / Arthur S. Somers Park,Havemeyer Garden,Red Hook Park,Bushwick Playground
Rappaport Playground,Van Voorhees Park,Woodtree Playground,Utopia Playground,Fort Hill Park,Park Of The Americas
Stuyvesant Square,Gustave Hartman Square,East Harlem Art Park,Harlem Art Park,Jackson Square.Park,Hayes Square
Bradhurst Ave Garden,Project Roots,Greenbelt Native Plant Center,Ebenezer Wesleyan Garden,Good Shepherds Garden,Park  R-98
St. Catherine's Park,Woodtree Playground,Rodney Playground Center,Junction Playground,St Vartan Park,St. Vartan Park
Police Officer Edward Byrne Park,Police Officer Edward Byrne Pk,Glendale Playground,Seton Park,Seton Hospital Site,Rodney Park Center
Mullaly Park,Mullaly Park,John Andrews Playground,Thomas Jefferson Park,Recreational Area,Mariners Harbor Playground
Kelly/PS 52 Playground,Reiff Playground,Laurelton Playground,Park/Plot,Central Park,PS 192 Plgrd/Jacob Schiff
Battery Park City,Moffat Garden,Brooklyn Bears Carlton Ave Garden,Summit Avenue Park,One Room Schoolhouse Park,Lions Pride Playground
"7 HANOVER SQUARE, New York, NY 10004",45 Broadway Atrium,"110 WALL STREET, New York, NY 10005","95 WALL STREET, New York, NY 10005","101 BARCLAY STREET, New York, NY 10007","100 WALL STREET, New York, NY 10005"
Kaltenmeier Playground,Liotti Ikefugi Playground,Stephen A Rudd Playground,Frank Frontera Park,Alexander Hamilton Square.Park,Yellowstone Park
Sunshine Community Garden,Umoja Garden,Elizabeth Langley Memor Garden,Madison St Block Assoc Garden,Will Washington Memorial Gdn,Shield Of Faith Garden
Dyckman House Museum,Duffy Square Park,Herald Square.Park,Zion Park/Loew Square,Public Place,Furman St Tunnel/Pier 4
Saratoga,Madison Belvedere,Mandarin Plaza,Monarch,America,International Plaza
Blueberry Park,Staten Island Historic House,Brady's Pond Park,Crescent Beach.Park,Crescent Beach Park Addition,Crescent Beach Park
East Winds,Adams Tower,Emigrant Savings Bank,"265 EAST 66 STREET, New York, NY 10065","254 EAST 68 STREET, New York, NY 10065",East River Towers
Fresh Kills Park,Freshkills Park,Highland Park,Long Pond Park,Long Pond Park Addition,Alley Pond Park
Lost Battalion Hall Recreation Center,Brownsville Rec Center&Plygrnd,Owen F Dolen Golden Age Center,Graham Square Park,Landscaped Area To Be New Park,Carolina Garden
"420 FIFTH AVENUE, New York, NY 10018",Symphony House,"33 BEEKMAN STREET, New York, NY 10038",Liberty Tower,"50 WEST STREET, New York, NY 10006",One Eleven Murray Street
Marmara Manhattan,International Plaza,Saratoga,"50 LEXINGTON AVENUE, New York, NY 10010",America,Manhattan Place
"101 BARCLAY STREET, New York, NY 10007",45 Broadway Atrium,"110 WALL STREET, New York, NY 10005","7 HANOVER SQUARE, New York, NY 10004","175 WATER STREET, New York, NY 10038",Goldman Sachs
Tilden Playground,Mae Grant Playground,Washington Market Park,South Oxford Park,Maple Playground,Grand Avenue Playground
Hines Park,Joseph P Addabbo Memorial Park,Tudor Park,Bealin Square Seth Low Plgd,Seth Low Playground/ Bealin Square,Coffey Park
Hattie Carthan Herb Farm,100 Quincy Street Community Garden,Frank White Memorial Garden,A. Badillo Community Rose Garden and Park,Community Garden,George Washington Carver Botanical Garden
Vamos Sembrar,Java Garden,W 87th Street Garden,Garden Party,Queens Communication Office,Glenwood Landing
