Name,photo,boro,hours,amenities,reviews,long,lat,address,rating,type,zip,summary,num_ratings
Hoe Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,958 Hoe Avenue,4.3,Neighborhood Park,10459,,7
Murray Hill House,https://apops.mas.org/wp-content/uploads/2012/10/132-E.-35th-St.-3.jpg,Manhattan,24,No required amenities,,-73.979696,40.746873,132 East 35 Street,,POPS,10016,A strip of plaza partly covered by a projecting overhang girdles this residential building along East 34th Street the west side of Lexington Avenue and East 35th Street Landscaped brick planters make the space largely inaccessible and the otherwise sittable ledges next to the public sidewalk are crowned with two rows of black spiked railings,
"100 WILLIAM STREET, New York, NY 10038",https://apops.mas.org/wp-content/uploads/2012/10/100-William-st-a2-e1350200882825.jpg,Manhattan,Restricted ,"Lighting: 5 horizontal foot candlesPlaque/Sign: 2Retail Frontage: Flanking Covered Pedestrian SpaceSeating: 13.75 linear feet required, 55 lf provided",,-74.007199,40.708346,100 William Street,2.5,POPS,10038,This multistory openair covered pedestrian space the first covered pedestrian space built under the covered pedestrian space bonus provisions of the Zoning Resolution is essentially a throughblock arcade with retail frontage running northeast from the intersection of William and Platt Streets to John Street The flashy chrome columns and stage lighting evoke a theatrical air that reminds users of the Broadway theater discount ticket outlet that once occupied the lower level The escalators still work but now lead to a service retail use at the bottom,
Blue Heron Park Preserve,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Community Lane,4.3,Neighborhood Park,10312,,67
Brooklyn Marine Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Flatbush Avenue,0,Neighborhood Park,11234,,0
J.J. Byrne Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,298 3 Street,4.5,Neighborhood Park,11215,,291
Sutton Place Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,East 57 Street,4.3,Neighborhood Park,10022,,123
Courtlandt Avenue Association Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,366 East 158 Street,3.8,Neighborhood Park,10451,,12
West 4th Street Courts,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,320 Avenue Of The Amer,4.5,Neighborhood Park,10014,,142
Maurice Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,60 Street,4.2,Neighborhood Park,11378,,145
"747 THIRD AVENUE, New York, NY 10017",https://apops.mas.org/wp-content/uploads/2012/10/2009747-Third-Ave.-e1350880429888.jpg,Manhattan,24,"Artwork: sculptural plantersBicycle Parking: 7 spacesLightingLitter Receptacles: 2Planting: 365.3 sfPlaque/Sign: 3 public space signs, 3 information plaques, 3 hours of access plaquesSeating: 90.4 linear feetTrees on Street: 9",,-73.972049,40.75348,747 Third Avenue,4,POPS,10017,Although the slim depth of this plaza on part of the east side of Third Avenue and on East 46th and 47th Streets would normally leave little opportunity for creativity of design the owners de facto annexation of the adjacent public sidewalk into the plazas aesthetic and functional orbit dramatically expands its overall impact Immediately upon crossing East 46th or 47th Streets the pedestrian necessarily engages the spatial experience A sinuous redtile and yellowbrick paving pattern covers the floor as well as vertical protuberances from building edge to street curb interrupting and directing pedestrian flow north south east and west Follow the yellow brickedged road is the best advice for navigating these sidewalks For the public space specialist the easiest onsite method for determining where plaza ends and public sidewalk begins is to eyeball the location of building edges north and south across East 46th or 47th StreetsIn front of the Third Avenue entrance to the office tower is a wooddecked urban veranda three steps above the plaza floor under red canopies Although movable verandastyle chairs would have been of a piece the fixed wooden seats are clearly appreciated by users Curving wood benches and stools span the plaza and public sidewalk at various points along the three street frontages usually as part of sculpted armadilloshaped brick berms and mounds Some are covered with large blue canopies Images of a horse pulling a fruit cart and a boy awaiting an ice cream truck are painted on the brick walls east of the loading docks and driveways on East 46th and 47th Streets Miscellaneous amenities including a bicycle rack on East 46th Street a pay phone structure on East 47th Street and antiquestyle lamps complete the space appointmentsThe developer of 747 Third Avenue the Kaufman organization has consistently demonstrated a strong commitment to developing public spaces that exceed the requirements specified by zoning A Kaufman space is best known for its sense of humor popart colors fanciful amenities bright lights andor artwork In prior years Melvyn Kaufman has sought acknowledgment from City officials of his efforts expended in excess of those required by the original 1961 Zoning Resolution for asofright plazas and arcades This space as well as spaces at 200 Water Street and 77 Water Street downtown deserve special mention The Kaufman organization itself consistently gives credit where credit is due Plaques here cite the architects designers contractors artists and most interestingly the public announcing This building was completed in 1972 We recognize that our right to build it was derived from you the people Around you is our expression of gratitude We feel certain that you will join us in acknowledging those designers who had you in mind throughout,
