Name,address,summary,long,num_ratings,zip,photo,lat,reviews,boro,rating,amenities,type,hours
St Vartan Park,35 2 Avenue,,-73.97481,287,10016,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAAv_6Ma4JuTTqLSx3np4NcUrw1UjdJ5WJMgBi-sK2SN-un-LU6wuSqFvLlkqnna-piEmwg2n7k2CmrB9AuLctY6iL9oAN9KAklARPY7CyN5_x7lmL8udam5BNIaw46SSG7EhCPeduxumlVztPTGIGXeGhnGhSudS6bBKkYf0rRg9XDGqimgwfeog&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.7456," /AUTHOR: Howard Packham /RATING: 5 /TEXT: Awesome park for kids: plenty of space and good climbing frames, swing sets, and slides. There are also plenty of benches for parents, a large open area for ball games or scooting. Not to mention the impressive view of the Empire State Building. /AUTHOR: Veronica Porrari /RATING: 5 /TEXT: Really nice park good for every age /AUTHOR: Chandan Lama /RATING: 5 /TEXT: Lovely park to take my son after school. He loves to spend half an hour everyday. However I have noticed that some people bring their dogs and doesnt keep them on leash. Children play soccer in the field and our ball got chewed up bad and the same thing happened to another kid. The owner doesnt listen. Who do I complain to? /AUTHOR: Javier Alva /RATING: 5 /TEXT: Fun playground for the children and during the summer they host fun activities for adults and children. /AUTHOR: Surendra Thapa /RATING: 5 /TEXT: Good place for children.",Manhattan,4.2,,Park,"['Monday: 6:00 AM â€“ 11:00 PM', 'Tuesday: 6:00 AM â€“ 11:00 PM', 'Wednesday: 6:00 AM â€“ 11:00 PM', 'Thursday: 6:00 AM â€“ 11:00 PM', 'Friday: 6:00 AM â€“ 11:00 PM', 'Saturday: 6:00 AM â€“ 11:00 PM', 'Sunday: 6:00 AM â€“ 11:00 PM']"
Randalls Island Park,Wards Island,,-73.927372,2187,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4000&photoreference=CmRaAAAAxjmuqdciFF41Hs9FYDu-RpIrkS_MneTffkmSuvymVLuKFh2-ekVXs_iUaFaU2crjy68wP9GyNTTjOSuKJ66-102jY7xsus53CjVGzHd7sVaOzuYGRt_ZM_3PCVief8D_EhC3xfGlgVJicOO8Nu7HrxEfGhSl2zbcpTo3VkLksbTfTSjkz9cx7g&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.780697," /AUTHOR: Mary Love /RATING: 4 /TEXT: Been coming to this Festival The Last couple Years and I have a blast every time. The organizers do a great job with the DJ selection, the vendors, security, and utilizing the space that they have. However it would be nice if they could spread out the stages a little bit more so the sound doesn't bleed into one another. It's a 3 day event and I think all 3 days is a perfect amount of time to get as much entertainment in for what's being offered here. The wide variety of food they offer is amazing from vegan options to meat eaters they seem to have everything covered. I deducted a star for the outrageous prices they charge for admission and food. Two cocktails were $36 and they were in small plastic cups loaded with ice. I had asked for no ice one time and they said that its something they could not do unless they only fill it up half. I thought that was super tacky. For the amount of money we're spending on admission which was a little over $600 for 2 adults/3 days they should have been a little bit more generous with food and drink prices. Although the festival was totally worth it where it's only a yearly event. Not sure if I would attend again next year where this year was the 10-year anniversary. I'll probably explore other festivals but it's definitely something everyone should experience at least once. /AUTHOR: Kamila Sarman Porter /RATING: 5 /TEXT: We went to Randall's Island for the Vegansdale Fest. We tried way too much yummy vegan food! There were plenty of food and drink vendors, music, great people and great outdoors. The island itself is lots of fun to just wander around at. Great for a long walk (you can walk there over a bridge from Manhattan), to jog or to bike. It's very peaceful and feels like you're not even in the city. /AUTHOR: Sonali Ambekar /RATING: 5 /TEXT: Definitely a good go-to place in summer. The fields are nicely numbered. You feel like playing a game of soccer just by looking around. /AUTHOR: Jibrail Nor /RATING: 3 /TEXT: Very large park, great views of the East River. Lots of room for barbecuing. I went for a run there, and there's a very cool path from the South Bronx into the park. The running paths get cut off in a couple spots, possibly due to construction. Lots of ballfields. Icahn Stadium is there. I saw some great sculptures that may have been temporary /AUTHOR: Mika Jen /RATING: 4 /TEXT: The park is great for a visit. The facilities are very clean and there is tons of parking. The only down dudeis that the water is suuuuper smelly. Other than that, this place is great. I'll definitely keep visiting, smelly water and all lol",Manhattan,4.3,,Park,"['Monday: 5:00 AM â€“ 12:00 AM', 'Tuesday: 5:00 AM â€“ 12:00 AM', 'Wednesday: 5:00 AM â€“ 12:00 AM', 'Thursday: 5:00 AM â€“ 12:00 AM', 'Friday: 5:00 AM â€“ 12:00 AM', 'Saturday: 5:00 AM â€“ 12:00 AM', 'Sunday: 5:00 AM â€“ 12:00 AM']"
Cambria Playground,Francis Lewis Blvd,,-73.74293,160,11411,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAAxeFMKXLFKD_8eA4ZJTywn95DnLZNHGWPJ02BRR5fKwz3LUu7CCXsrf7-07b2Qq9wRTByqifYqqO97XYDqs6kP67SP7s3URair3PFH3GBuujdweb_egPw8XwJO6F6mAbhEhB4zz7HnP2uLfWsNmLA--znGhQ-BWR6CVIRNoXwn7026jjhUa-fYA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.689142," /AUTHOR: Pennsage Wisen /RATING: 5 /TEXT: A great place for kids and sports. Outside the park is where people have their drivers test done. /AUTHOR: Brent Dash /RATING: 4 /TEXT: My very own childhood playground been going to this park since 1990... Now I moved to Brooklyn but my grandma still lived around the corner from the park and I take my kids there now /AUTHOR: Vinod Harripaul /RATING: 4 /TEXT: I came here for my road test a few months ago and it is a very nice park. I'm pretty sure kids will have a great time in the play ground area, there are slides, swings and baseball area. Its great for family walks and evening de-stress. /AUTHOR: SA Ahmed /RATING: 4 /TEXT: This place is also a DMV driving test ground. /AUTHOR: Emrvld /RATING: 5 /TEXT: Great place to relax, play bball, Football, handball ,baseball & Soccer. Nice huge field, 2 different jungle gym areas and swings for the kids. And a water hose area to cool off on a hot day.",Queens,4.3,,Community Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Ogden Plimpton Playground,1365 Plimpton Avenue,,-73.923698,17,10452,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1025&photoreference=CmRaAAAArYKv1NRifEnO60tvlGQaLD2YU2lHbVMpogNrr-ND_bVZnNSKgk7eEpAFwUge3odsGfo6Srbu4uit8Np6e9kZG79FRfxSP9xjx0p8d9yQl8-f6w31oop9IwEYWw9iWOKSEhBVYjxMTzLdTHYdHzbeLNKjGhSa-1U6nfV0IlOjrTJDifKxV9rfYQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.841962," /AUTHOR: Jonathan Thaler /RATING: 5 /TEXT: Nice & Small neighborhood playground in multicultural neighborhood,  nice friendly vibe in an otherwise edgy Bronx corner close to major highways I-95 & I-87 not too far away. . . /AUTHOR: Basilio Marrero /RATING: 5 /TEXT: Good place to live. /AUTHOR: Juan C Monsalve M /RATING: 5 /TEXT: Nice /AUTHOR: Random Ness /RATING: 1 /TEXT: Dirty, feces and they liter likes its cool. /AUTHOR: Luis Manuel Rojas Paulino /RATING: 5 /TEXT: Good place",Bronx,3.7,,Park,unknown
Concrete Plant Park,1040 Edgewater Road,,-73.885105,195,10472,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4175&photoreference=CmRaAAAA_cZgAGMvAq4ilU58IzwoxmsmCvSQa84T5jT7KLmfNAVezDKp03eMq_skhwylPGpBEYZsjxA8Rg4HVRKifGys7cBgyBj-j-G2_utYmI3Ikuc4u_sncXZXPK7vIJ0aXjKoEhASsq35f60rdMteQxhFrUSBGhQr8ROiJJE93XnF8qy0eV5OFDnR9A&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.825639," /AUTHOR: Gary Valdez /RATING: 5 /TEXT: Great park. I normally like to go early in the morning as to kinda have the park to myself. Morning works best for running rc's with my son. Later the park can get pack. /AUTHOR: Maxxavier Santiago-Resto /RATING: 5 /TEXT: A beautiful serene man made park along the shore of the Bronx River surrounded by old industrial buildings and 2 expressways with a long steep entrance on both sides with a winding path, perfect for speed and dexterity tests of all kinds, and even an opening to step into the river. /AUTHOR: Marc Gonzalez /RATING: 3 /TEXT: Nice little park tucked in the middle of the Bronx River and the Sheridan expressway. Really quiet and tranquil at the time the I went. /AUTHOR: Steven Agosto /RATING: 5 /TEXT: Awesome experience and great sight seeing also a great spot for fishing and smoking yall joints of that good green _Ÿ˜‚_Ÿ˜ù /AUTHOR: lovekillzombies1 /RATING: 5 /TEXT: It's ready for the summer, you can enjoy the weather with the nice and fresh wind",Bronx,4.3,,Neighborhood Park,"['Monday: 6:00 AM â€“ 10:00 PM', 'Tuesday: 6:00 AM â€“ 10:00 PM', 'Wednesday: 6:00 AM â€“ 10:00 PM', 'Thursday: 6:00 AM â€“ 10:00 PM', 'Friday: 6:00 AM â€“ 10:00 PM', 'Saturday: 6:00 AM â€“ 10:00 PM', 'Sunday: 6:00 AM â€“ 10:00 PM']"
Metro North Park,313 East  100 Street,,-73.943861,3519,10029,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAN5isozRec3ZZVDb39_M0o38_OTNi8j5Uiv7M-CH2qgEpr-DtTy_iS-J5Mba3o6O4wYHSeeiw3d9RxjiL5OYXdOl65HMscum7d1Kx95OFWGWOk1eUw8ImrEe8wvdyWa0_EhByCuygYVbVKoZH5qdpHiKHGhSU_nMoI_CBG88kmQDgWOYQfo_vZQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.786659," /AUTHOR: Judy Rae Fortier- Sanchez /RATING: 5 /TEXT: Five Stars, hands down. The terminal is beautiful and you'll love to take in the interior views. Explore the history and architecture of Grand Central Terminal. It's breathtaking and a must visit place each time you come to the city. It's crazy to think some people walk through there each day and never take in the wonder of it all. The staircases, carved stone and lightning fixtures are some of the best. Spend an hour walking through history, what can I say I love this place. I hope you do too /AUTHOR: Kaia Elise /RATING: 5 /TEXT: An architectural and engineering gem at the heart of New York City. I'll always be grateful to Jacqueline Kennedy and the preservationists who fought to protect this precious landmark. Otherwise, we would have lost it like we did Penn Station.   You can take one of the many trains to explore various parts of NY and Connecticut from here.  If you decide to stay at the terminal, it offers plenty of shopping, eateries, history and beautiful architecture. Hope you enjoy your visit as I much as I always do. /AUTHOR: Med Elamine Belkhir /RATING: 5 /TEXT: One of the very few historic train stations left in the country. So very grateful to Jackie Kennedy for fighting to preserve it from the wrecking ball. Great dining options on the lower level concourse especially with the historic architecture of the Oyster Bar. It would be great though if they had more benches for people to sit down at while waiting for their trains though that other long distance passenger rail terminals have. Also need to cleaner bathroom facilities and get rid of the homeless people hanging around begging /AUTHOR: Guenevere C /RATING: 5 /TEXT: Such a nice place to look around and soak in some history on such a well known place. Fun fact the show Gossip Girl first episode was filmed there! You can get nice pictures of the architecture, views, and the structure in general. There is a dining area downstairs, and an entrance for the subways and the metro north. There is also a secret tennis court if you are an adventerous person. Look it up and there should be directions along with that. /AUTHOR: Marcelo Prof /RATING: 5 /TEXT: If you have been to Grand Central Station, you will agree with me on this: all the engineering and architecture involved is amazing.   The place is huge and you have to remember that most of it was built under the city.   There are many layer and line connecting NYC to many cities across the country.   Also, it was built in 1903 and thousands of people arrive there everyday. So, it is in great shape and well taken care of.",Manhattan,4.6,,Community Garden,"['Monday: 5:30 AM â€“ 2:00 AM', 'Tuesday: 5:30 AM â€“ 2:00 AM', 'Wednesday: 5:30 AM â€“ 2:00 AM', 'Thursday: 5:30 AM â€“ 2:00 AM', 'Friday: 5:30 AM â€“ 2:00 AM', 'Saturday: 5:30 AM â€“ 2:00 AM', 'Sunday: 5:30 AM â€“ 2:00 AM']"
Stanley Isaacs Playground,,,-73.944366,56,10128,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5312&photoreference=CmRaAAAARJM7le38k83K8MRSQ8Eu9Sg0OkFYQxyKfMwVbL-vCBsm4GwwHs6qXqbVekUcSEPl9B7UQhBUw6PYMbkuAivmPHNeLvRqm7BUrqby2Ef5_2cE-Q2K2eNA34Kdm9uJK3GUEhBnr55yb9gzTZkUnbOl8VgvGhSxD2c02JdKrsez8WLa1eXjUF_vcg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.783086," /AUTHOR: Grizzly /RATING: 5 /TEXT: Great basketball court, roller hockey rink is good with lights for night games, small area for little kids is decent. Bathroom is like a well built porta potty but it serves it's purpose. And access to the East River Walk way is great to end the day. /AUTHOR: La Keesha Taylor /RATING: 4 /TEXT: The play equipment is made for very young children. The prize is the hockey rink! My sons love to run around in it or play a ball, but the best is when they can ride their scooters! My soon to be 4 still fits in the swing which he loves. Unfortunately they have changed them to the hard plastic so this won't last much longer. /AUTHOR: Arthur Osokins /RATING: 5 /TEXT: What a view. New York. You will always like to see this. Place for running along the east river and just for walk. /AUTHOR: Maurice Garrick /RATING: 3 /TEXT: Great place to enjoy a nice day outside.Really clean /AUTHOR: Arturo Gonzalez /RATING: 3 /TEXT: THE NYCHA BEAUTIFUL PLACE.THE BARRIO,EAST HARLEM !",Manhattan,4,,Neighborhood Park,"['Monday: 7:00 AM â€“ 9:00 PM', 'Tuesday: 7:00 AM â€“ 9:00 PM', 'Wednesday: 7:00 AM â€“ 9:00 PM', 'Thursday: 7:00 AM â€“ 9:00 PM', 'Friday: 7:00 AM â€“ 9:00 PM', 'Saturday: 7:00 AM â€“ 9:00 PM', 'Sunday: 7:00 AM â€“ 9:00 PM']"
Townsend Garden,1735 Walton Avenue,,-73.911015,0,10453,None Available,40.846915,None Available,Bronx,0,,Garden,unknown
Isla Verde Garden,625 Wales Avenue,,-73.906826,0,10455,None Available,40.814927,None Available,Bronx,0,,Garden,unknown
138th St. Community Garden,East 138 Street,,-73.915384,0,10454,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1821&photoreference=CmRaAAAA0ualDWgFNeTyWNtUBpUiU_ujvD1uwehfQFlZ83I6EwpNtGIzdTJMFS348BXxBWb8LB3olCJwAy4hZ0DWVQs0UyGqtr5lpQKfJpODFs9luXnGkrhFKNfvEKsRnl5N-Og1EhD1Q90RGH9UVyg79N1ud8XLGhTCNga9uuvigBGnzgXNfcUiJ4izvg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.805637,None Available,Bronx,0,,Garden,"['Monday: 9:30 AM â€“ 8:00 PM', 'Tuesday: 9:30 AM â€“ 8:00 PM', 'Wednesday: 9:30 AM â€“ 8:00 PM', 'Thursday: 9:30 AM â€“ 8:00 PM', 'Friday: 9:30 AM â€“ 8:00 PM', 'Saturday: 9:30 AM â€“ 8:00 PM', 'Sunday: 9:30 AM â€“ 8:00 PM']"
PS 84 & Playground,59 West 91 Street,,-73.968423,14,10025,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1080&photoreference=CmRaAAAAH7Hm2cFSY4j6bEtRoq4ica6kjJe9-TJ-sQ5cex-7Y8Nni439GcmbK2TqXS2yPZDFuhVlGZ5wTQyEjMdQ1v2E3nlJwIse5P_Zv1fXMG4zyM37EriPVVuBjaIUOdsSqy0lEhC5fIcSDJqFzLGFbAMV-MEEGhQV28X61oH8YnciLw2jyz8DtYO-Pg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.789479," /AUTHOR: Sally G /RATING: 5 /TEXT: Amazing school! My child started mid year and thrived and grew so much in the few months he was here. Mr. Josh Raskin was amazing with his prek class - excellent regular structure, multiple outings, wonderful organization and was great with the kids in general. 100% recommend! /AUTHOR: Lori Woliner /RATING: 5 /TEXT: My hats off to UPK teacher Pauline. She is truly masterful educator. She surpasses expectations we have for the diversity of young children and takes to heart and soul the individualization ot curriculum to meet the needs and strengths of the children. I have had the pleasure of working with her indirectly as I supervise SEITs who have  been in her classroom over the past several year. Bravo! /AUTHOR: Jacquelyn Bautista /RATING: 5 /TEXT: Both my children attend this public school. I love the teachers the staff and the way they teach and also care for our children. I recommend this school for all parents within this zone to bring their children here for their learning experience. From pre-k to 5th grade you won't regret it!! /AUTHOR: Alexandra Noya /RATING: 5 /TEXT: We love this school!  Great teachers!",Manhattan,4.9,,Community Garden,unknown
Walt Whitman Park,Cadman Plaza East,,-73.989368,44,11201,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4160&photoreference=CmRaAAAA8fSyu8oB4QE73yQZxjHO_pC3CBr0RrteoqsR5BAPA_2fYesOzLmXxp0EvUnmI05tiRM6BN-x84mh1U0dEcCVgXs7owvSSAVxcV2xj_QHSxCUZqZFFNbJSXDxdhvYDNNNEhDse_pVh5_b76GkR-s-iksEGhTf4AAYqSg_Jv3Fyd4WYqiz9in8LQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.698225," /AUTHOR: Evan Heller /RATING: 4 /TEXT: Very nice park to walk around.  Dog friendly and has a water fountain that kids like to play in /AUTHOR: Facundo Carmona /RATING: 3 /TEXT: Nice and small park dedicated to ine of the best poetry. Next to brooklyn bridge /AUTHOR: geocoded Art /RATING: 4 /TEXT: For the two gentlemen surveying the scene, the prospects seem boundless, gesturing to the Western horizon and all that may lie out there. One stem-powered ship makes its way, while the sailing vessels may be waiting for the tide to turn to get them on their way.  The prominent steeple could be that of the second (of three) of the Trinity Church buildings at Broadway and Wall Streets (1790-1838). /AUTHOR: Orlando Rivero /RATING: 5 /TEXT: Nice too relax !!!! /AUTHOR: Greg Gibson /RATING: 5 /TEXT: Small and quaint. Lots of dog owners with their pooches. Water fountain that is accessible for anyone is always on :-) great for a hot summer day",Brooklyn,4.2,,Park,"['Monday: 6:00 AM â€“ 1:00 AM', 'Tuesday: 6:00 AM â€“ 1:00 AM', 'Wednesday: 6:00 AM â€“ 1:00 AM', 'Thursday: 6:00 AM â€“ 1:00 AM', 'Friday: 6:00 AM â€“ 1:00 AM', 'Saturday: 6:00 AM â€“ 1:00 AM', 'Sunday: 6:00 AM â€“ 1:00 AM']"
Project Roots,108 Walton Street,,-73.948021,0,11206,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2988&photoreference=CmRaAAAAfT_JSGC7I5uFebK3rOuzNG3KbCl6Z6o80uUVb7ImesfTLP6ELZCFNdgap8fE_X2rSphQXyPe6ENz1qsyQhQrEEKUH8jp3_iloAPEZR5-OD_vT_yzKZPPrFAM37KYGRljEhBNN5dZkji3lxJqWC_TbCWIGhRw4cPx9dq-4_sOQGJqFQnrZ3AYpw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.702734,None Available,Brooklyn,0,,Garden,unknown
Trump Tower,725 Fifth Avenue,The covered pedestrian space at Trump Tower is simultaneously New York Citys most famous and least understood privately owned public space Most famous because everyone has heard of it Least understood because few New Yorkers appreciate that this space is legally required to be open and accessible to the public The developer Donald Trump obtained zoning floor area bonuses in return for the covered pedestrian space and two outdoor landscaped terraces on upper floors as well as for additional retail space In short this unabashed unapologetic and by any crowd measure popular celebration of commerce is a product of public as well as private entrepreneurial espritA sign near the entrance declares Welcome to the worlds most extraordinary shopping experience And indeed hyperbole is the order of the day The interior at Trump Tower is eye candy a confection of colors layers reflections movements and glitz A doorman in uniform like that of a royal guard ushers visitors through the monumental brassglassfaÃ§ade of the Fifth Avenue entrance Red pink orange and beigeswirled marble walls and floors merge to overtake the senses In gravitys thrall visitors are pulled by the corridors downward slope past retail stores and two large goldcolored Ts to the centerpiece a sixstory skylit shopping atrium Physically encircled by overhanging balcony corridors multistory water wall and five sets of switchback escalators the atrium strenuously engages visual and aural senses Reflections and sounds bounce off the profusion of marble brass glass and mirrored surfaces People stream up and down the escalators sometimes to the point of overcrowding then peer out over shiny railings rimming the precipitous edges of the shopping floors While many of the stores seem geared to a predominantly tourist clientele the shopping ambiance even if vicarious is almost overpoweringThe covered pedestrian spaces legally required floor area occurs at both street and belowstreet concourse levels At street level in the entrance corridor across from the elevators is the first recognizable public amenity a long marble bench where people plant themselves bags askew to gain strength for further Fifth Avenue shopping or simply to relax The bench has an interesting past In 1984 an enthusiast of the space wrote a letter to Mr Trump and the Citys Department of Buildings with a copy to then Mayor Edward Koch complaining that management had placed plants and flowers on the bench thereby obstructing sitting The plants and flowers were subsequently removedAt concourse level at the base of the atrium are numerous movable tables and chairs tightly packed on a slightly elevated platform next to the water wall In the past nearby food outlets have indulged in episodes of cafÃ© creep spilling out into the covered pedestrian space It is important to recognize that members of the public may sit at any of these tables and chairs without obligation to purchase anything Public restrooms are located at the end of a corridor leading from the southwest corner of the spaceThe two outdoor landscaped terraces on upper levels require a degree of perseverance to find especially because signage on the street floor where most of the public initially gathers is meager Reachable by one of the elevators off the Fifth Avenue entrance corridor or by escalators the fourth floor terrace at the southeast corner of the atrium is a petite garden space with trees planters comfortable polished granite ledge seating and birdseye views of the iconic postmodern Sony building designed by Philip Johnson to the east and Fifth Avenue to the west The recently renovated and more ambitious landscaped terrace on the north side of the fifth floor is currently less used than its fourth floor counterpart an irony in that the space is not only more capacious and better appointed but it is also more easily reached whether by escalator by Trump elevator off the Fifth Avenue entrance corridor by Niketown elevator from street level near the northeast corner of the covered pedestrian space or from the top floor of Niketown itself Signs at and within the multiple entries unfortunately tend to confuse referring to the Public Garden the Roof Terrace a location on the fifth floor and a location on the sixth floor In fact the landscaped terrace is on Trumps fifth floor and Niketowns sixth floorWhatever it is called the space is an extremely pleasant rectangular roof garden extending to a view of East 57th Street The street scene is visible though five huge picture windows crowned with four American flags loosely evoking the New York impressionist paintings of Childe Hassam A bluetinged pool with fountains is flanked by fixed metal benches on one side and nine large trees on the other Stylish movable silver tables and chairs are distributed throughout and nearest East 57th Street is an elevated sliver with additional tables and chairs and a secluded corner The only thing missing is the usersA passageway connects the Trump covered pedestrian space to the indoor spaces at 590 Madison Avenue to the east Although this marriage of spaces is the Citys only example of connected indoor public spaces uninterrupted by a street it is hardly a union of like personalities To the benefit of both the formers commercial exuberance is nicely counterbalanced by the latters tranquillity A third covered pedestrian space at the Sony building across East 56th Street from 590 Madison Avenue makes this area a highdensity showcase for indoor public spaces,-73.973894,,10022,https://apops.mas.org/wp-content/uploads/2012/10/2012-725_Fifth_Ave-e1353913657399.jpg,40.762311,,Manhattan,2.6,"Climate ControlElevator: at least 2 elevators must go to concourse, street, and all upper levelsEscalator: escalators must go to concourse, street, and all upper levelsLightingLitter ReceptaclesOther Required: Skylight, Landscaped Terrace (Fifth Floor), Passageway: multiple pedestrian connections to NiketownPlanting: Landscaped Terrace (Fourth Floor), Landscaped Terrace (Fifth Floor), Covered Pedestrian SpacePlaque/Sign: 14Restrooms: 2 on concourse level near Covered Pedestrian SpaceRetail FrontageSeating: Landscaped Terrace (Fourth Floor): benches; Landscaped Terrace (Fifth Floor): 64 fixed seats, 84 movable seatsSeating: 165 linear feet including 22-foot bench seating directly across from elevator near Fifth Avenue entranceTables: Landscaped Terrace (Fourth Floor): 6 movable; Landscaped Terrace (Fifth Floor): 21 movableTables: 30 movableTrees within Space: 4 at street level, 4 at concourse levelWater Feature: Landscaped Terrace (Fifth Floor): fountainWater Feature: waterfall",POPS,Restricted 
