Name,rating,num_ratings,zip,uid,address,boro,reviews,lat,website,long,photo,hours,type
Gantry Plaza,4.7,2440,,150473,,Queens," /AUTHOR: Tasnuva Tasnim /RATING: 4 /TEXT: My child and I loved the play area. The place is pretty clean and well equipped. They have an area dedicated for pets.   The location is  beautiful for a stroll or jog or just to spend some good time sitting by the water. /AUTHOR: Debbie A. /RATING: 4 /TEXT: My favorite park in Queens, very easy to get to. Love, that you can take NYC ferry from two different locations within the park. My ongoing complaint is that there are not enough restrooms. On the weekend it can be a 10-15 minute wait to use the ladies room. It's insane for a park this large. /AUTHOR: Md Ahmed /RATING: 5 /TEXT: One of the best parks in NYC. I would consider this is a reason to reside in Long Island City. Great for morning walks, great for children. There is a large carpeted field area to play for children. Also there is a sand volleyball area. In the evening, you'll get the best view of Manhattan cityscape. It is amazing! The cafe is good enough. Overall, I would highly recommend this park and it should be on the list of NYC visitors. /AUTHOR: Christopher Bloom /RATING: 5 /TEXT: One of the latest additions to NYC's growing list of parks and green spaces blends old industrial relics with new architectural details. Panoramic views of the Manhattan skyline make for a great backdrop at sunset and although you can get there by subway, the NYC ferry ride is the way to go. There's a dog run, playgrounds, places to eat and a newly constructed path to explore the re-established wetlands. /AUTHOR: Greg Flanders /RATING: 5 /TEXT: Great view, plenty to do. Staff keeps the park clean and well maintained, even the restrooms. Great place for the kids to play, a large dog park, a beach volleyball court, etc.",40.744352,https://parks.ny.gov/parks/149/details.aspx,-73.959045,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAAvHwHQaJ-39IIKNsASr_aoDBJB9BbS3iejuyab9NdXFBYcIMsMLANJwQRrsqTM_wX4imxJcyVSDqoN5BiLdHssGPsR4yRXxhGuufWsQV6ytlHTWiPEWooYBsCWTmwY1dpEhBCvsdn5-_vtxpZbFgurgupGhQRsfkLJnUp7_WcA3cViy44-qUmpQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']",State Park
Lillian D Wald Playground,3.6,11,10002,143075,356 Cherry Street,Manhattan, /AUTHOR: Rebecca Sepulveda /RATING: 1 /TEXT: this is not Lillian D. Wald playground it is the grass next to Gouverneur Garden Housing corp. bldg. #3 /AUTHOR: Alf P /RATING: 4 /TEXT: Nice hidden gem in the LES. Good picnic benches and Vball. /AUTHOR: Tunde Luke /RATING: 5 /TEXT: Lived in the neigh hood with my Niece. /AUTHOR: Martha Dingle /RATING: 5 /TEXT: Great /AUTHOR: david Yi /RATING: 3 /TEXT: ,40.711973,http://www.nycgovparks.org/parks/lillian-d-wald-playground/,-73.984266,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1836&photoreference=CmRaAAAA-NuJ5ospOSaXBT0VitV3_QvF_-GZMo0A3QyDVcNgUk3m1VkOXdoEgyA9XO4hbZKkMw0gZ0AmDecdLYKro3PfS_41mJXdRmpLGjcYP872M20NVObaQbMq3kiiPaPzQxS1EhDYxdVkHB28oGN_lF-2ajgBGhQXayD70FRYCA3YBtXzkMO0Q4w7MQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",Park
Bronx River Parkway Park,0,0,10466,104628,5501 Bullard Avenue,Bronx,None Available,40.902241,None Available,-73.859358,None Available,unknown,Park
Woodland Memorial Park,4.3,87,10470,42737,4327 Oneida Avenue,Bronx," /AUTHOR: Joseph Tucci /RATING: 3 /TEXT: I dont understand why the Parks Dept wont make this place more useful. Maybe level it off some, put a soccer field or something.  They actually eliminated a huge grass area. I guess the 20 people that like this unused park, are more important than the hundreds of kids that could potentially play sports up there. /AUTHOR: Camille Campagna /RATING: 4 /TEXT: i like it i jyst wish there was a fence to where the wa ater leasds /AUTHOR: Christopher Dieckmann /RATING: 4 /TEXT: Apparently my fancy new phone was to embarrassed to admit to spending the night in Edgewater Park after being forgotten in my friend's car.      Nice park though as well great use of the space without shoving as many condos as the building code will allow. /AUTHOR: Fraylin Bonilla /RATING: 5 /TEXT: Honoring the fallen brothers and sisters who help make this country free...you know until people like the trumpster /AUTHOR: billy Cinotti /RATING: 2 /TEXT: No playground, it is the only park in Throggs Neck and it has no playground",40.899128,http://nycgovparks.org/parks/bicentennial-veterans-memorial-park,-73.873146,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3264&photoreference=CmRaAAAAhFEGk3W93Ygju0aGwFbB-lQOYmv9_I-xw6TouUmAa5M3rsBhmvJiysc-XUvakgs_5vFL0xUUYlgN0S8lGF9itlK6iftwE0srCA80gwlOCfxjWXQ3RJ0FO8M99aHbdgdUEhBLhFP24brp_idSOIq_x_bwGhTxEuj7jBBeDdlc9uMu9MCv-4cfkg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']",Park
100 Quincy Street Community Garden,4.5,4,11238,174147,100 Quincy Street,Brooklyn, /AUTHOR: Anon User /RATING: 4 /TEXT: Live chickens spotted! Need I say more? Quaint garden setting in dah hood... /AUTHOR: Ronald Collison /RATING: 5 /TEXT:  /AUTHOR: CLE'PH music /RATING: 4 /TEXT:  /AUTHOR: Larry Moore /RATING: 5 /TEXT: ,40.685967,https://www.facebook.com/100Quincy/,-73.957236,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAAvNYwOtC4dAdjcy7DBfqdW0SOUjXN6iQIoePznxxVRmVB6fwoUamRG-uP510urG5BbtzRIJN0qt-q3nW8-_1HTGT0TiEQC2RmO4L9iD_ue7e0E9XLpc-TbjmiXxEf99iOEhCYo5VJpPzUWVplSu7v16d6GhR43X23qhQ2UW711rznoG2CFQOeYw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 10:00 AM – 3:00 PM', 'Sunday: 10:00 AM – 3:00 PM']",Garden
Cambria Playground,4.3,160,11411,94644,Francis Lewis Blvd,Queens," /AUTHOR: Pennsage Wisen /RATING: 5 /TEXT: A great place for kids and sports. Outside the park is where people have their drivers test done. /AUTHOR: Brent Dash /RATING: 4 /TEXT: My very own childhood playground been going to this park since 1990... Now I moved to Brooklyn but my grandma still lived around the corner from the park and I take my kids there now /AUTHOR: Vinod Harripaul /RATING: 4 /TEXT: I came here for my road test a few months ago and it is a very nice park. I'm pretty sure kids will have a great time in the play ground area, there are slides, swings and baseball area. Its great for family walks and evening de-stress. /AUTHOR: SA Ahmed /RATING: 4 /TEXT: This place is also a DMV driving test ground. /AUTHOR: Emrvld /RATING: 5 /TEXT: Great place to relax, play bball, Football, handball ,baseball & Soccer. Nice huge field, 2 different jungle gym areas and swings for the kids. And a water hose area to cool off on a hot day.",40.689142,https://www.nycgovparks.org/parks/cambria-playground/,-73.74293,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAAxeFMKXLFKD_8eA4ZJTywn95DnLZNHGWPJ02BRR5fKwz3LUu7CCXsrf7-07b2Qq9wRTByqifYqqO97XYDqs6kP67SP7s3URair3PFH3GBuujdweb_egPw8XwJO6F6mAbhEhB4zz7HnP2uLfWsNmLA--znGhQ-BWR6CVIRNoXwn7026jjhUa-fYA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Community Park
Van Cortlandt Park,4.4,2888,10470,144121,East 233 Street,Bronx," /AUTHOR: Monica Matos /RATING: 4 /TEXT: Great place to go for a bike ride. The ex Putnam Division of the New York Central Railroad provides some unique scenery of views of the park. Just wish the path wasn't so bumpy! /AUTHOR: Sharon Parson /RATING: 5 /TEXT: I love parks and recreational facilities/areas.  I love nature. There is a beautiful walking trail thereabouts. Once the trees and flowers have bloomed,  it will be an even more beautiful sight /AUTHOR: Pastor Margaret Martinez /RATING: 5 /TEXT: Our experience fared better than we expected.  The siding installed on the garage turned out wonderfully.  The installation was done professionally by men whose work ethic was exceptional. Everyone we dealt with seemed to take their responsibility seriously yet always dealt with us warmly.  I most likely will share my experiences with others looking for a reputable company that delivers on their promises. Will do business again in the future. /AUTHOR: Eddie Ramirez /RATING: 5 /TEXT: The Staff were Wonderful & Welcoming❗The Guided Tour was Very Informative & Interesting! I will definitely Return in the Spring❗I suggest that they also Focus on the Poor Slaves who gave So Much of their Lives & Freedom to make life Comfortable for the Van Cortlant Family❗ 🐏🇺🇸📷📱🏫🗽🌎🌍🌏🌕⭐🌠☀ /AUTHOR: Name's Aiden btw /RATING: 3 /TEXT: It was fun until me and some of my pals started to explore even slightly off the path, we went through this broken hole in a fence and we found cool spot to relax. Until I turned to look around and saw some crazy teen sitting there under a broken tree in all black...he looked like he was planning to kill us, making bear noises to scare us off........not a pleasant moment at all 😐😶.",40.901136,http://vcpark.org/,-73.875027,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3036&photoreference=CmRaAAAA7DZiKQNCFnm8lriNEAsX3H-nhzEOjVPvEG9RKuHdXbUEeVhjz4emS61rzunfCWPFqacSkd5u0fs8bhAr20DIvfaQMp3YoGSUuoifBEQTyFYN4sVobbA0oJ2QJjUe6zo8EhC4yK-76G16XONCNFuOH9XjGhQM8D6aqlrpZTAP5se8MKaAvdKu4A&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']",Regional Park
Glenwood Landing,0,0,11363,106000,39 Road,Queens,None Available,40.775093,None Available,-73.739974,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1440&photoreference=CmRaAAAAj5wR8WzLwhj5xLY0IHgAzeXLy4W_nALpIgrevUhHSYQPP9oFc7drXC7SkGuMZK9bqTLHJ4yX_AhUCMIlx4Ki5LwVqTgNQpCG-f-pBdf6oJ1ErCFp3aam5o98h8YWejHiEhChjIhKEC1GUBfLID7ZlmqlGhRr402lGFCiXmYuvbUZXbA7NINbww&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Castle Hill Houses Playground,3.7,48,10473,3950,2180 Randall Avenue,Bronx," /AUTHOR: Paul Kinsey /RATING: 4 /TEXT: Not bad. /AUTHOR: Alex Vazquez /RATING: 2 /TEXT: Nycha park. Swings, slides, public art, restrooms, basketball court, handball court, plenty of benches. Sprinklers for summer. /AUTHOR: Susan Acosta /RATING: 3 /TEXT: Yes small, but its local & the summers here are fun with sprinklers & some events that'll happen here. /AUTHOR: Cookiewhisper5 /RATING: 4 /TEXT: It's open yet small. You can see everthing, so it's hard to loose a child unless you're really not paying attention. Openly clean but never went in the bathroom so I'm not sure, but it's there. /AUTHOR: RC Then Nap /RATING: 2 /TEXT: Ok...I guess...seen better.",40.8193,https://www.nycgovparks.org/parks/randall-playground/,-73.849601,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRZAAAApZvj3VkmWeFpIxLCN_IXrgTqeB0pl4l2vScN_Pf9w6u5uSqWyIU7Snxvqs0voEX53dKBLZPYKFI6GYbpqPBCZqkGtQK4wFU0F77VAVHBbzb0r8k0NUJ59wmYljq7LotxEhCW7M5iqrSL3NsprD7NxEnuGhTTNCrGj2Km1x0kck-awlQEjOUSLQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Dr. Martin Luther King Jr Park,4.2,108,11207,124325,757 Dumont Avenue,Brooklyn, /AUTHOR: Honesty King /RATING: 4 /TEXT: Its a nice and clean looking playground and honestly i would've given it 5 star but there r only baby swings and my little brother hates that /AUTHOR: Kayte -Prince /RATING: 3 /TEXT: It's a nice area but be aware for some strangers speaking to you some are flirty some are disturbing.. They don't have swings for adults but it's relaxing there and there's a lot of benches to sit on /AUTHOR: Michael Johnson /RATING: 3 /TEXT: Nice play area for the children. shaded areas with benches /AUTHOR: None Yo Business /RATING: 5 /TEXT: Beautiful quiet playground. Bathroom was impecable. First park that I see a clean bathroom. Very nice. Hopefully it doesnt get destroyed with loitering people and garbage. /AUTHOR: Albert F. /RATING: 4 /TEXT: Descent size park for the kids. Nice size basketball court for the youth.,40.667413,https://www.nycgovparks.org/parks/martin-luther-king-jr-playground_brooklyn,-73.890204,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1920&photoreference=CmRaAAAAlSb3NsoYTJsYPK3Y_lafreFyFRIyPXt5-FC6V9qzqxzOkViiCiOqTarS78t4vIB05vSlZDO3TqvCwdjZ5zEoavmL6eO1DzcSw7JFaoC5JEAroO91g3cMtOmZq16h_eCAEhBru3kkBmbIfYZiuU_WCXfAGhSG1OP2CkPIWsn5RdM2nmwYTLFUgQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Park
Kaiser Park,4.2,796,11224,92535,2529 Neptune Avenue,Brooklyn," /AUTHOR: Frank Kalnberg /RATING: 4 /TEXT: Very spacious park with the usual. Playground, basketball court, baseball and football  field with running track and long jump. Plenty of parking in front. Restrooms located near the entrance. Only bad thing is restrooms close at 4 pm on weekends. Park is maintained but could always use an upgrade. Went there to watch my son's football game.  Great time. I'll be back /AUTHOR: Amour Flower /RATING: 5 /TEXT: A lot better from the 80s. Looks very clean and a nice place to visit with the kid's. /AUTHOR: Derrick Batts /RATING: 5 /TEXT: One of brooklyns most  beautiful  community spaces on coney island.Peace of mind on the bay. /AUTHOR: Robin Bridges /RATING: 5 /TEXT: Played there when I was a little girl still go there at times grew up there ,very good clean park. /AUTHOR: Charise Lawrence /RATING: 5 /TEXT: It's come a long way, and a lot of money has been pumped into the beautification of the park. The track, soccer field, basketball and tennis courts are gorgeous.",40.578515,https://www.nycgovparks.org/parks/leon-s-kaiser-park,-73.995412,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1034&photoreference=CmRaAAAA_Pohh6Z3WxQkuZr553ZIObrCcfcE_XXzSiZ1HSCalYDMnKoj_R9KRhpPkJ8nLaX16eQnxIhbbNaTpuBMFIFF9H_TkIsXI_XNoR5W737W9EUyLUV4aNW8I8-jEIwdkeKeEhBP_Smp9332O4-g0e6YmCzJGhTZ4euqZF-kQ3YtwRYnf2q9E1kjPA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Community Park
Annuniciation Park/Gatehouse,3.7,3,10031,166420,1491 Amsterdam Avenue,Manhattan, /AUTHOR: Alejandro Reynoso /RATING: 5 /TEXT: Nothing special of a childrens playvround. But its name invokes a grandeur hiztory with the adjacent catholic lands and happens to be right new to a marvelous old Croton Aqueduct building.  /AUTHOR: Johs B /RATING: 2 /TEXT:  /AUTHOR: Nathan Brown /RATING: 4 /TEXT: ,40.817692,http://www.nycgovparks.org/parks/annunciation-park,-73.952494,None Available,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",Park
Kaltenmeier Playground,4.2,21,10305,141671,,Staten+Island," /AUTHOR: Michael lee Weng /RATING: 4 /TEXT: Great park /AUTHOR: Maria Rosa /RATING: 5 /TEXT: I loved it. /AUTHOR: Kevin Snagg /RATING: 3 /TEXT: Cool little park for the kiddies, swings, basketball court, jungle gym as well for smaller kids 3-12 or so /AUTHOR: Jessica Statile /RATING: 4 /TEXT: Always clean not many structures for kids to play on /AUTHOR: Kayla Burgos /RATING: 5 /TEXT: Been going here since a kid",40.614829,http://www.nycgovparks.org/parks/kaltenmeier-plgd,-74.0688,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1663&photoreference=CmRaAAAAiHHmNLxcZa2Bo1VYuwTmIjcg8hu3E-UGhmbl-gJu_jSBnOXOxW31jKnKYMFIM_81DsT0O7EHcRXRdNT6e7aRJeO-tWoMJrERfMhMB6aKXQzgCYZhCmR3LTRICdxUhyceEhC1sV7nBVVmGjeOwYstgDFiGhQwCbg317_jwY0FlSoGalqZcfuBNA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Neighborhood Park
Bronx & Pelham Pkwy,0,0,10462,137780,Boston Road,Bronx,None Available,40.8569,None Available,-73.86972,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1032&photoreference=CmRaAAAAB23xyPa7D7i_ouNzupF7W76y5vqc-GYsPAHxic7JdX9iS7SrTuno8C8WA2dWUiVbiyYywQY2SAtquuTGp2L1zEK281QbfA-XqYwQSWttgoHwabneRgbK9sSyjgymDgfLEhCwpL6sMdOg700GCoxcTTIgGhQQcCLt-ouX8ICmCt03yi_W5uj_bw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Pelham Bay Little League.Park,4,35,10461,107308,2696 Westchester Avenue,Bronx, /AUTHOR: Yasmin Khan /RATING: 5 /TEXT: Super organized with great communication.  Coaches really work with the children. /AUTHOR: Jack Murphy /RATING: 2 /TEXT: For such a small field its Not very well maintained. They use a plank for the mound. No lights for night games.  The kids seem to have fun so thats a good thing. /AUTHOR: Wile E Coyote /RATING: 1 /TEXT: Lil entitled brats /AUTHOR: Christopher Michael /RATING: 5 /TEXT: Great place for the kids from the bronx and Pelham Bay area to learn the fundamentals of baseball and softball.  With a new board in place there are many new changes on the horizon that will be centered around the families and community. Exciting times! /AUTHOR: Nikolas Nonis /RATING: 5 /TEXT: Great facilities,40.841814,http://www.nycgovparks.org/parks/pelhambaylittleleague/,-73.839043,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAAtisNifxFwmPUJchB_7m52hxvsLzBUqHnM_5IY45AQ-eq9A_u4HDD3bWeyilkFlOVEFqh54C4IrMbJgcpBTly06uxi57Pb-1fQt7LFfKDvKY7WI3412_3axHWuMJw1vEnEhDl8xV5DpzBVh-ryZvRvK5bGhTL2eEAM4xvyY_Wy0fU_WOVJUAAww&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Cuyler Gore Park,4,206,11238,32967,797 Fulton Street,Brooklyn," /AUTHOR: Justin Cromwell /RATING: 5 /TEXT: Thats my home my stomp ..... The veins that run in all of my crew and friends amd neighbors alike /AUTHOR: Cheryl T /RATING: 4 /TEXT: Best thing about this playground is that it is fully shaded by trees in the summer, so a good choice on hot days. They also have sprinklers all summer. We think this is one of the better play structures as well. There are no swings. Downside is sometimes there are people hanging out smoking pot and the smell can be pretty strong. /AUTHOR: Robert Claiborne /RATING: 5 /TEXT: The smell of the season is incredible at the park...cannot beat the freshness of the air from the trees in the morning 😎 /AUTHOR: Michael Rojas /RATING: 5 /TEXT: Very cool /AUTHOR: Moshe E /RATING: 3 /TEXT: Loved it but not the greatest",40.685658,http://www.nycgovparks.org/parks/cuyler-gore-park,-73.971932,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2592&photoreference=CmRaAAAAQFnY4RXF5xy32J2_AdkaXF0ZFQSbB29p1HZmh-7oAHnUD8_F3oZ8H2wxhrV2l6Z0taOyIfaXhW7APIlHlo3sLDSCsplbGVBIQ__HBOm5z1nHP6Qw7D3wxceVboEredgMEhCI-IAnEvThBNGuJQNh8Jl_GhRJkrHGJpzznmXerGujg8lm5wdOUA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Neighborhood Park
